BID,positive,negative,cool,funny,useful,year,annual review,rRate
 wTdSQoVHBA1HHOBLa_t8Pg,4,2,0,0,0,6,1.66666666667,0.4
 b1vwNwPlEivVODtboYF1Bg,1,1,1,0,2,3,1.0,0.0
 6EXCN46MdJOa00KjuH8jaA,10,7,0,0,3,6,2.66666666667,1.2
 qFY39MzKFQcT6dx56vqb7Q,4,1,1,1,1,2,1.0,0.0
 BTxiE7WJgd_xQIhCZ_4Ibw,7,3,1,2,0,3,1.66666666667,0.333333333333
 oZLeVF5nZe-6nBTgnoOl2w,4,6,0,1,2,2,2.5,1.0
 5tx3tiX_k-0BklqBHL4ebQ,17,6,1,0,1,2,4.0,-6.0
 9tTYOHjgQsVON4UkDKvFcg,2,0,0,0,0,2,1.0,0.0
 eZ8HKbgNXSCQhEDk4d4F2Q,14,1,0,0,0,4,3.0,2.33333333333
 d7G_HhoYxcJbE3VBwVUwjg,3,1,0,0,0,3,1.0,0.0
 Sr9v3qm6MBUaePm6J5roWg,6,2,0,0,0,2,1.5,0.333333333333
 PD8RfY1y8L4cUVaL2G0GIg,7,2,0,0,0,4,2.0,0.5
 K37KV1hcxm5ZBpEwCakAcA,2,0,0,0,0,3,1.0,0.0
 n7mCHwY1xZyNiEkPrajIBg,4,0,0,0,0,3,1.66666666667,1.0
 MZbI6n8rFDeFC0SwpBpl5g,11,3,3,1,6,5,3.2,0.0
 qpbo_9bePjV9kjVZT8QeIg,12,4,0,0,2,4,2.75,0.0
 hj6L4rYi9w6iKZmSvFRJ4g,4,2,0,0,0,3,1.0,0.0
 lGI4ms4pmbFnDW9zc7vJkA,2,0,1,0,1,2,1.5,0.0
 ajR1_uSNNMEmvYZNeC7eBQ,1,0,0,2,0,2,1.5,-0.5
 gSGmCCnJLJWlo98LTNrhnw,9,8,0,0,5,2,3.5,-1.0
 tY0K5GOyyluUgkbeiN3UEA,6,4,4,3,5,4,1.5,0.0
 RefGF6n1EAjXVWPTX0G6ag,0,0,0,0,0,1,1,NA
 2OhBwi83GEBlarsr4pEnWA,4,2,1,1,1,4,1.25,0.0
 dRhY_HXQKfue3UGUCeNO9Q,14,4,0,0,1,2,2.5,1.0
 DSw9meplxqhrB1jUFobdZg,10,2,0,1,2,3,2.66666666667,-0.666666666667
 yMAJeQulLvOov-5gg2nM9A,45,17,4,4,9,5,11.4,-4.75
 LYWsIy_g_pLA32Iaze-eeg,9,4,0,0,0,5,2.4,0.5
 1-gH8mTUpl_nQhTQmOgS4Q,1,0,0,0,0,2,1.0,0.0
 bMygiwZWA_UzCUCw6C11Iw,7,2,0,0,2,3,2.33333333333,0.25
 alBrkZlhwTDbQtZxkxwYKA,8,2,0,0,1,2,1.5,-1.0
 wluhsOjt03CgORropJKQoA,3,2,0,0,0,4,1.0,0.0
 7rTMlsgK44cq9gcotPksyA,9,3,0,0,0,4,2.0,0.75
 aiDMh26ZEatoEt8JZb4pfg,5,1,0,0,0,4,1.75,0.666666666667
 i0fbnuOIYMbC086pGAjC6A,9,4,0,1,1,4,2.0,0.25
 Tosy5MgTLWW9FP_HCaiKPw,5,5,2,2,2,2,2.0,0.0
 l3HyghOg5s_nTQtmXI0i-w,9,6,0,0,1,3,2.0,0.333333333333
 h5cvE8TClzDrrlg88gD97Q,55,20,2,2,5,5,8.6,0.0
 voThoicr5Zdq7SHFVwFveg,6,1,2,2,3,5,2.0,0.25
 aHQfnf5HjsAYgSa-I74SmQ,2,0,0,0,0,3,1.33333333333,-0.333333333333
 s8IAYfiw3fEasQc9aW-Ydw,8,1,0,0,1,3,2.33333333333,1.5
 w6bhabpSWS5qjFb1AT72vg,0,3,0,2,1,2,1.5,-0.5
 Za0bV7GjMDbcc4nZY6K3HQ,10,2,0,0,0,3,2.66666666667,0.666666666667
 O7EG2bsUyIjiY43sFnRjCg,4,2,0,0,1,3,1.0,0.0
 yC4FDptvMZ_xsLn6jO0pvw,4,0,0,0,1,3,1.0,0.0
 fRwzWb9l7UlqELcaujzZfg,3,4,0,0,1,3,1.33333333333,0.333333333333
 G325ssFBWP4vwyifUAAF_A,12,5,1,1,2,3,2.0,-1.5
 gXUTqgRQ_ZzkG7qEpR6PBw,5,2,0,0,2,3,1.66666666667,0.5
 evHsFv7BbO-FrAtb7aN8JA,11,5,0,0,2,2,2.0,2.0
 0WZ4-uFX5olbCYGSOO6C6Q,5,4,0,0,1,3,2.66666666667,0.666666666667
 7f73ptePsHAr4onNi4Zjug,7,2,0,0,1,2,1.5,0.5
 lgnnZL0Cp6_q1Xx_4a0gpA,2,2,1,1,0,3,1.33333333333,0.333333333333
 Fq6jYkjxDuOzy3I_eLswlg,14,3,0,2,1,4,3.0,0.0
 CJZGDTGoqvWrENvjr46emQ,2,1,0,0,0,4,1.0,0.0
 iovp_cgGX8IT1-ZBUJ8z-g,11,1,1,0,1,5,3.0,1.5
 i4O6QQe_gEr4aDSY5f4imA,18,4,4,3,8,5,5.0,2.0
 TDNiPnxtXA4i5W2kj5zeTg,6,0,0,0,0,4,1.0,0.0
 3EMEYlCxPiygL4Tu_z9beQ,10,5,3,3,1,2,1.5,1.0
 XK4HOwFTo6EE-YK7lbPjJg,3,1,0,0,0,4,1.5,0.0
 _YyIG79QgsrQL1nWgBwIlw,13,2,1,0,1,5,2.4,0.0
 kT_nzjaWqRyda4XxEFsCpA,8,0,1,1,2,2,1.5,0.5
 B1RSo17_ObaqySpqsOzIUw,2,2,0,0,0,3,1.33333333333,-0.333333333333
 dtIfIC_I-c_Oll0jw_1Acw,10,3,0,1,1,5,3.2,0.0
 58RJp9m7hMt132ZP8fvm3g,0,1,0,0,0,1,1,NA
 hf2InPhILKcSO7xrsdEPnw,10,1,1,0,2,2,2.5,-0.5
 2bFrNEhlNjFA7aqJyYBXmw,22,9,1,1,4,5,5.6,1.75
 7sc5j9G5A79MTXrRC6sOiQ,6,2,0,0,4,5,1.8,-0.25
 RtKC65-4gqzEkRfK2D5pRA,5,3,0,0,0,4,1.5,-0.333333333333
 7yzFARDjgSSF7pe7IDnd_A,18,6,0,0,1,3,5.66666666667,5.0
 15I-8lBqswpncTCGWJNDLQ,7,1,0,0,0,5,1.6,0.5
 O3PnM1fH8vqDpk-kzYqh5A,34,4,4,0,11,5,5.6,0.0
 V8WFMV3iMvUvJGWBzexe_A,13,3,0,0,0,4,3.0,-0.5
 mMbUTTTK2ke8aSAS1eWMRQ,6,1,0,0,1,3,2.33333333333,0.5
 X4XG6aBH3WsIWIiA0BtHnA,3,2,0,0,1,2,1.5,0.5
 IsRmA4DqEE_xjw8y6KuObA,2,1,0,0,0,3,1.33333333333,0.0
 _f8bh9Mj0FKThJReDFENjA,3,2,0,0,0,4,1.25,0.0
 2e0IF83DL8rdZfTGLmmH8A,9,10,5,3,7,3,3.33333333333,-1.0
 9S1I9r0JXTaaQ7yb30rP2g,65,18,10,4,16,5,12.6,2.75
 kOY6CQ4VijKg8PnCUsTXgg,78,15,10,11,16,5,14.2,4.0
 NjWAVjMxUwOqnpOOQL71QA,153,49,17,10,34,5,34.2,7.75
 8Zoej25Y9-yEyuiL7-Ax7A,53,12,5,4,10,5,13.4,0.0
 W2RzHyMajnmhOubU7318wQ,6,1,0,1,1,3,1.66666666667,1.0
 V053Fm3xoCyxoh1lAgDKJg,39,6,4,2,13,5,7.8,1.75
 qXDOMgynPeqe8yFcxLZH-Q,17,5,1,1,2,5,3.6,-0.25
 scqwZPzH8qYXWmedtZa_7w,12,5,1,2,3,5,2.4,-0.25
 m7lbAuf32td7q6w4YxImlw,8,3,0,0,0,5,2.6,0.0
 0bDp9GJBQ4K4ZTzvewLoVA,17,4,1,1,4,5,2.2,0.25
 KDFTshmwxKn6nSi1L3FuUA,10,3,0,0,1,5,3.2,1.0
 jimnHLgr6mrWV2kK2PaRhg,18,5,1,0,2,5,3.4,0.0
 brcD3qzFVUNrfE-LXwEIOQ,30,8,3,1,4,5,5.2,2.0
 PhoGiguAp2mWjqX85hDavQ,40,17,2,1,5,5,11.2,1.5
 7_ehud9OJdNm8jj13Isdxg,40,7,6,2,14,5,7.2,1.75
 SsSL6gKSlpTeeZXZEjAKFA,17,4,2,1,2,5,3.4,1.25
 aBXz47ZGq4tvdayDQryhyw,22,6,3,3,4,5,2.2,0.5
 yCyLqBX3aujcR0SeIuxSWw,26,4,0,1,3,4,6.5,0.666666666667
 pXS-IJlwDMgH7Xn_PdNY3w,4,2,0,0,1,4,1.0,0.0
 RMrdI5noVh3-b7NM48PcVg,10,3,3,1,6,5,3.2,0.0
 YOMMA4fsL4_SaPaPyA7sFg,70,25,5,3,10,5,12.8,4.25
 K-bnsVa7FO-mTDTNRpoE9g,16,4,1,0,3,4,4.0,0.0
 MoX-AGP4AksEQC8CIQA-dQ,10,2,0,0,1,4,1.5,0.0
 ewN984Rvux04uuQFrGu7mw,134,39,15,15,30,4,33.25,0.0
 9iwONFY-aRZA1mgmVgm2ZQ,45,8,5,1,9,4,6.5,4.33333333333
 cUVoyuhqv3ArYwwG_YcY1w,12,4,0,0,1,3,2.0,0.333333333333
 l-s0rNwp_qccC2M4Phz9Yw,95,26,9,5,17,7,20.1428571429,4.85714285714
 fT6jJp8rLQQ2EZZTz4tjVQ,4,5,2,1,3,4,2.5,0.0
 9sg-JXUxnCiZqs3GhRQAKQ,13,3,3,1,5,4,3.0,0.333333333333
 cjdzhHLcQr3Jyd7sILPgog,16,5,2,1,4,4,5.25,0.0
 7MdzVVJjRNTRY8Dta5ednA,4,1,0,0,0,3,1.66666666667,0.5
 neSMyt7x4x_ffrunGyidmg,18,4,0,0,1,3,3.66666666667,2.33333333333
 HmU6GZ32TaGmJFpPC-Mp1g,30,10,3,3,5,4,6.25,2.0
 Tj7wKXHZK_QGIaeerJgUHQ,13,5,0,0,0,4,2.0,1.0
 Iwi3g8umXSw8LGb3xVrHdw,6,0,0,0,0,3,1.0,0.0
 wnb0VquMa65hYUUPISGD1Q,18,2,1,0,4,4,4.0,0.0
 diVJtnXItoMymDfJkSAV1w,72,32,8,8,23,4,14.5,0.0
 oYDhgm38aak5tEo6GPUykg,6,1,0,0,0,2,1.5,1.0
 mJmVtFKcmskMHNn77q5qpg,28,9,2,1,4,3,4.33333333333,0.0
 EQOoRmLsilk_94QS3q0vgQ,19,3,1,0,2,3,2.66666666667,1.5
 osixLFHD7OKEUy2HSbN-7Q,64,9,4,3,6,4,11.25,2.33333333333
 aRTQo0EQnLWo5Qg2io4Gbg,13,2,2,0,2,4,2.5,1.0
 ArMxMsyhcuSuPOF10jf0Yg,5,0,0,0,3,3,1.0,0.0
 9b0y3HVHPWFnobKyMFFoCg,97,26,6,2,21,4,15.0,0.0
 sVLQl_lAnn6BeGQjhaWGqQ,30,4,2,1,5,4,4.75,1.33333333333
 iohzAkFe7wrcpRNagpAmbQ,34,8,1,2,9,4,6.0,2.66666666667
 a9-qixaIQftb4HNZz4ocIw,38,12,3,1,7,4,5.5,2.0
 gNz-NjpaBThGn0sxjgD1GA,31,9,2,1,8,4,4.25,-0.333333333333
 O3I-lmolfNny4FHu_GmThw,17,12,0,1,2,3,4.66666666667,-2.0
 Lub0RurarPqWapys3U0Plg,6,2,0,0,0,3,1.33333333333,0.0
 vsAxFICzxvaQv7Jjj52Jqw,21,2,1,0,5,3,3.66666666667,0.5
 eUeg7tdRFvNfXjmeFReSEg,5,2,0,0,0,3,2.0,0.0
 78JJr9A0MbbHuXE1XUr-bQ,126,39,8,6,18,3,21.0,0.5
 GB1pF4hPu_tCpx2BknwgMQ,12,1,1,0,4,3,3.0,0.0
 xl1mNGpaoLdiVWj_D6-L_A,296,84,25,15,52,3,39.6666666667,0.0
 Qyctsa0nArqn1eNoLATv5A,16,4,1,2,5,3,4.66666666667,0.5
 pFh5W8euJOsU0dBYPoEN-Q,10,1,0,0,1,1,3,NA
 OGb4l_xFzRzTxCdNCW6XqA,14,3,4,2,5,3,2.33333333333,-1.0
 IH6AR98ac6KzPyFdc8t8yA,7,1,0,0,1,2,1.5,0.5
 3dI-wF9TFDwK_vQqqlUPJw,2,1,0,0,1,2,1.0,0.0
 NYuWw7DtbAe_CdI9XkFu2A,10,4,0,0,1,3,1.66666666667,-0.5
 hcctvfq3fmVIscSeBURsjQ,8,5,0,0,3,1,3,NA
 dHxYQrVTkukMj4EjQZ7KUQ,27,8,5,0,8,3,6.66666666667,-5.5
 b7XXKWkkNd7iaW8eBUAKYQ,13,0,0,0,1,3,2.0,0.5
 2Ny460lur1MzN-nsi0_Bpw,6,3,1,0,1,2,1.5,-1.0
 l_XX0Oij03f6R3j3uyaW1g,5,5,0,0,0,2,2.0,0.0
 y2eo_MWD3XfnxxvhXh7Esw,141,25,19,10,28,3,18.0,6.5
 jbbaOY_Jh71a9i7JDmkY8g,5,4,0,0,0,2,1.0,0.0
 5kVrSq6mXcu_jT3S72xt0A,45,9,5,3,11,3,7.33333333333,3.0
 HCVht5j_wW17QxlKewYmxw,10,3,0,0,1,3,2.66666666667,0.5
 FlICTKTPNq-KVIZ6eM9zrg,76,14,4,0,10,3,15.3333333333,0.0
 XOhxYCwkx7gfZv8bi68aUw,9,3,1,0,1,2,2.0,1.0
 3ZepumtXvVkoHsNOWqF4iA,6,1,0,0,0,3,3.33333333333,2.5
 6rFVdqC74mPnkDmlSUOADg,20,3,0,1,0,3,3.33333333333,-0.5
 NnyTtTWVDCRZhHXkdug-ZQ,14,0,0,0,2,2,2.0,-2.0
 xlYVxFtTh_YKfxkhkgW5Vg,5,2,1,0,1,2,2.0,0.0
 b6H3J8zWmFhzHiqSIpymvA,58,7,10,4,18,3,13.3333333333,2.0
 24t1XrFKY0ldSD1hOKnTew,18,4,1,0,2,3,4.33333333333,-1.5
 JsSBsu_ohNvNXQCh_fpnmw,3,0,1,1,2,2,1.5,-1.0
 qKqld7dwt00qW938tRTSjA,46,17,2,1,6,3,8.33333333333,-2.0
 KdyzsUzDlnvhioJ0e0OrcA,3,1,0,0,1,3,1.0,0.0
 Dra-diHsNo-c-LzOpIwY8g,152,45,15,12,40,3,24.0,12.0
 biOzSL4HVrEaSyU5ZS-IrA,5,2,0,0,1,2,1.5,-0.5
 S_GRbwagsaDCGeEm_sDu_w,4,0,0,0,1,2,2.0,0.0
 VbspQ858e9Qz7SwAJzc2mA,11,4,2,1,3,3,3.0,1.5
 Yj1EJ_HDLtw7wLcdpmaY9w,257,89,16,10,32,3,39.6666666667,0.0
 n1n3o-hv5JsBkvZRtJPZKA,50,22,0,4,12,3,12.3333333333,0.0
 FNzej_nQlemt2jcfU1dq0Q,7,0,0,1,1,3,1.66666666667,-1.0
 35CKLsZKk1KkyOzUn_cUXg,4,1,0,0,0,3,1.33333333333,0.0
 Y1kN31_d8r4B_g32sdpFPg,4,0,0,0,0,2,1.5,-0.5
 J4Y6BSwxGxD7mznM45ykeA,53,26,5,3,14,3,14.3333333333,3.0
 GiI6H2Z76lxlr7hnqbhFtw,5,0,0,0,0,3,1.33333333333,-0.5
 dSCZasmhqONze5Oj1gyO6A,6,4,0,0,1,2,2.0,0.0
 Oeh9xjp5xYJFy0mgsPzUkw,14,3,1,1,2,3,4.33333333333,0.0
 evUT81j1hZTA8ZNNlclqxw,8,3,0,0,2,3,1.66666666667,1.0
 CovCgffklC_E0b2QHZ-gWw,6,2,0,0,1,3,2.0,1.5
 so0cUMK8I8d88F7uhBqaFA,43,37,1,2,6,1,6,NA
 ZMLt9rTN-W8tZkgQrwnx0w,23,9,3,1,4,2,4.5,3.0
 Dst9oQQYrk5cj-DBbEpYxg,18,4,2,2,3,2,4.0,0.0
 FAKevEJKD1D1Nccy6vccgA,83,25,9,7,19,2,15.0,0.0
 EBrwIYYtBdGQ5X3zuvM1qg,24,6,3,3,8,2,3.5,-1.5
 rkZ4SwfRFliatpoMsb1-Xg,20,2,0,0,1,3,4.66666666667,0.0
 XBoZ37qBlvgZyfpIO0yEzQ,42,13,8,4,11,2,7.0,0.0
 Jil8TD-tiLNaVqnnTukWlQ,4,1,0,0,0,3,1.0,0.0
 MLwZB6mXpzfFyENYLAnG0A,11,6,0,0,0,2,1.5,0.5
 D31NTvzW9aPExUksVQQ7pA,29,5,1,0,6,3,6.66666666667,0.0
 T67Sp60-oA2x15reB7EqiA,80,33,20,17,25,2,16.0,2.0
 inngNun5R62Hq2J_5sJhDw,25,6,0,0,1,2,5.0,2.0
 4PvhZdmpkPy8fjzWMSY6jw,30,21,0,1,11,2,11.5,-7.0
 klSGYQhO24piw0WQVIIMYw,9,1,0,0,2,2,2.0,2.0
 cvKFTItaDH8NCXJIYc0pgQ,38,8,10,4,13,2,9.0,4.0
 ek4oL7RAsh55jjj5mqUcQw,102,26,3,2,13,2,17.0,2.0
 YyoXla4L4uIGSf05110XaA,8,0,0,0,2,2,3.0,-2.0
 nZq_D4BLT2J8Uzku1xJQ7A,4,1,1,0,2,2,2.0,0.0
 3u7WY-VUY9yN3eS65phIZA,20,1,6,4,8,2,4.0,2.0
 aqslMehKRH-jsS9lUlmZeg,26,7,2,2,3,2,3.5,3.0
 eV5JI26emxsQvZ6lFt9VVw,18,9,4,2,8,1,3,NA
 hxSNB2FA9jc2LHGWA2n4LA,41,18,4,0,3,2,8.0,-4.0
 ZurbTJZ8nTlngOiqcn4-1g,12,1,0,0,2,2,1.0,0.0
 WZay4I_3h-KHp4VpJfZvSQ,9,2,0,0,0,2,2.0,-2.0
 gwcfAXAUTj1Bq6YwnPKWlg,80,25,10,7,15,2,18.5,-5.0
 loYtjyqqqzjpgofA-gSY9g,7,4,0,0,2,2,2.0,0.0
 nZSlLTl1EtecotlNZ76P3A,10,2,1,0,0,2,3.0,2.0
 O-1vZsYfFEtLIxulecV9Fw,67,18,6,3,10,2,11.0,0.0
 nK8kRhoMDY_2HtKINuSfVQ,6,3,0,0,1,2,3.0,0.0
 dbsI3wSVdhOLGNjmM8sBfQ,22,4,3,3,3,2,5.0,-2.0
 O4Vsr3w0d7rvq-IyclNiMw,8,3,0,0,1,2,2.5,3.0
 FUzHPhqGT_3H5r7ghTMmMw,17,2,2,0,2,2,2.5,3.0
 feo63jUDoc0Kg8UK5NCCMg,8,5,0,2,1,2,3.0,2.0
 okvhzVSYwfN02cn3reYXHw,92,12,12,1,12,2,15.0,6.0
 Lb2TBwZelvHqb5n-o4Zgww,6,1,0,0,0,1,3,NA
 zbBNM_2GaDgEw_C8Kyp2Eg,1,0,1,0,1,1,1,NA
 tP8xotGVQoY3EX1hpW0GQw,9,6,1,0,1,1,4,NA
 vNL0T2hrlIO33Rbbbi4sLg,21,6,0,0,0,2,5.0,8.0
 2CVv0URvnKNXA5EfeEb9Eg,14,5,0,0,1,2,4.0,6.0
 gsS84lf4hAVEWdP__oFR7g,14,2,0,0,2,2,3.0,0.0
 mtp4OoVuitVaj8daxAyxIA,12,8,1,0,3,1,2,NA
 Eq-w1GBZLdEbrtNDwVncYA,217,55,18,10,41,2,39.5,0.0
 dFrVbVtYI5Se64hRPKTWOA,8,0,0,0,0,2,1.5,1.0
 Y5mY_dT7-_wauhQXLQgqtA,16,5,1,0,1,2,2.0,2.0
 fbqs1kYYcxowUWfowEkHYA,6,1,1,0,1,2,1.5,1.0
 h6G6P_z1RbzC-mcRcZRg7A,36,9,1,1,3,2,7.5,1.0
 c7g24jVOFLwHvYikvdt1mQ,64,20,5,2,10,1,7,NA
 1LrNuxTU2e0v3lEW9VLZEA,3,2,0,0,1,2,1.5,-1.0
 QemPjyORlLB98ON0uCst5w,41,5,5,0,5,2,5.5,0.0
 VmYWzpY2fCrIav5SbfCL1A,37,7,8,2,11,2,8.0,14.0
 14JrDlEb7SMK_ZHrS80lFA,156,84,16,12,31,2,33.0,0.0
 Gt1CqxYwNmzOQg0TXhwjUA,14,12,4,2,3,1,4,NA
 Fbg2LpTLb--d95SSndDntA,51,11,7,3,12,2,6.5,9.0
 JdAyXD2lsYtOGUc7DTsVEQ,68,18,6,3,13,2,15.5,15.0
 acvpqVAsH8steBaqjCCBaQ,7,0,0,0,0,2,2.5,-1.0
 UXnIsrsRof-fx8RYTXjxHg,35,11,9,5,29,1,10,NA
 Y5IphJz40qozno6INJsPzg,22,5,6,1,6,1,6,NA
 cJCg07biPE5yrNaNE-Fxyg,59,17,4,1,11,2,7.0,10.0
 22dqMSdcSGrampqIniNbpA,2,2,0,0,0,1,3,NA
 _z0oAuTO0Jk07sMdoPE8gg,31,14,2,1,4,2,7.0,8.0
 rtHMAC_eh46jldMEX21Zxg,83,21,15,11,18,1,12,NA
 OH48cGMt3vW1frpky7wF5A,21,2,4,1,1,1,4,NA
 X5p-CqU10u-gUtUImKhkSw,18,2,0,0,4,1,5,NA
 vPQPsC_NkQPKDs5ljbgB3A,44,14,7,1,8,1,11,NA
 PJmNg6ahKgd53gOLBvSZjg,26,5,4,1,5,1,5,NA
 PhzATk8aYydq9E0Aj4-fwA,71,37,8,14,15,1,18,NA
 u-PbFb01OqXOuYN86x1QSA,93,20,7,2,11,1,11,NA
 e7HwvsagBGIXXygZDuNMNQ,208,54,16,13,53,1,33,NA
 IfLn-5ZVXUCDmp6Dl_XA7g,7,0,1,0,1,1,3,NA
 kCn8O1IFisAEHrXbQAtirQ,27,11,0,0,1,1,6,NA
 Waw-udotzXTvNXCyycxPAA,93,18,3,0,9,1,8,NA
 -5qo9bTeQrfStoKiZYDYYA,13,9,0,0,0,1,4,NA
 PP1iNmpyRIEVpWv98IVvFw,215,63,27,17,56,1,29,NA
 _BUOZDGlYf-zBALjtnXyBA,21,2,3,3,8,1,4,NA
 vXEFKN1Gc1BfW3d6ZhKnyw,11,5,5,2,3,1,4,NA
 JyldCiKvK1m72VS6tuC_Qg,100,14,7,2,12,1,10,NA
 3LM_yK3iF2VjkS6mFRF58w,120,40,8,3,26,1,13,NA
 5dbzunCt920nwML5pYegsQ,93,19,11,3,12,1,12,NA
 tdw9hdKyxZZcA4WBy_y83Q,55,7,15,4,18,1,9,NA
 IwS-csQKkWt3lYr25Mx2uA,45,17,5,11,8,1,12,NA
 sdZPSNFm5dosRMICiYkjyg,12,4,4,3,5,1,3,NA
 W4lkEQMYz3hdR1SvIIFzyQ,25,2,0,0,1,1,4,NA
 IA6PfHhZ9MPfBBvyVBIJpg,29,7,4,3,4,1,4,NA
 YiUoOtJc6xCq0-ZFJCocvA,90,25,7,2,23,1,23,NA
 E74dLL-EkPI-abuJuWk2lg,12,1,1,0,1,1,2,NA
 ryqYlw3F5MPIHXJylSjD0A,174,61,11,2,25,1,29,NA
 r-_R6lG3HWU8WYw0Zk23fA,40,15,6,2,8,1,9,NA
 NCXJzB9DcuNs49a8eZp19w,25,10,6,0,8,1,5,NA
 yJ_k2f-h9LxjWdbMMqzpsA,21,1,1,0,4,1,5,NA
 a0n2kpuMZoep8crmDhM9VQ,5,3,0,0,1,1,3,NA
 yILlq-CZQp2aPw3VgEJnxA,41,19,5,5,12,1,9,NA
 6KrFqm5q4ZZAYxTRaxdCSw,9,2,8,0,7,1,3,NA
 Q59ZOPi3T_O4l2vpt74a8Q,4,0,0,0,1,1,1,NA
 Ni9C6R4ULJKxM2TV8eMdAQ,29,6,1,0,6,1,5,NA
 0h2My97xjAjc1pNrMM266Q,23,7,13,12,18,1,4,NA
