business_id,longitude,latitude,stars
usSROUMiAgPcxV3Ym0OxMQ,-79.91808943,40.40887838,4
_jsJFrAmFVPRio0eEVExbA,-80.06235,40.492067,2.5
Rjx8GcWuCzfVsKC5iPIcQA,-80.077006,40.459082,3.5
s74Tq6WKV1b91UFRr7ch7g,-79.931884,40.463717,4
BG4N0V93wml9kaU6YYRxRA,-79.921053,40.458577,2.5
83_p9vIqOq1TUIf3_GD7bA,-79.918862,40.474884,4.5
bZcqORBnVApUA2-SEn7VEQ,-79.9187095,40.4584723,2
YMEtEsUDQKOYJOcE5Fx3gQ,-79.919627,40.475405,5
wfCLz9-aeShbPB7CaTY-qQ,-79.9288302,40.45851065,3.5
EPILrBqmgQxd-R1gZ1EWJg,-79.90508,40.4472949,4.5
lieraydsvilDSAJHbckSAHCjQA,-79.8954753,40.4481991,4.5
2PfavOTufsPCRdYm-bFcpw,-79.9558863,40.4115087,4.5
VkqKyq09rDYMhFk5nElWWA,-79.986911,40.393115,3
BbIh5NTizhV4Fq_mLmNkpg,-79.98224,40.387167,1.5
Z7HNl4Gz00cA0_wt0S-vSw,-80.0190648,40.4621686,4.5
OjzR6hUYasFReo0vhVn0-w,-79.994957,40.455167,4
zq--BGVHu7_fb1VHEwg2ow,-80.0105349,40.4566994,4
cZl7-Um4HiJWFgDVmMan2Q,-80.0009426,40.4509987,2
I9-Ei8_KYtMjbixNJSCvwA,-79.9993338,40.4534946,3.5
obAdXU3RULuUOww759_h_w,-80.0414427,40.4812123,5
YUZVBdGmagwXV-yOhR-1GQ,-80.0416964,40.4851129,2.5
N2DwycuZl95miWf39Yskaw,-80.018177,40.489973,3.5
9NL2GL4jSPVj9SKijH5PqA,-80.0434133,40.3996765,4
WY6FFxpa6ztwDH5OhS6WDw,-80.0347424,40.3954709,4
LV_OCiR9rOHVHgdhbpqw2Q,-80.0500275,40.3885545,4
cRv7pLvIe3eI0efndQBcLg,-80.0433063,40.401054,2.5
ORTRrw3ClZ0Ld0LgY1H_5g,-80.033585,40.395871,3.5
9aw0t0rlACKkMaxsX0KlKA,-80.0466445,40.3958828,4
Tb7hQ37UFA2QFaMwjFieQw,-80.03063,40.414716,2.5
21hqlWgjmNgW4pBZJDuziQ,-80.024985,40.409944,3
WxN-aV_puFazt3UGNLlw0A,-79.893463,40.431523,3.5
JL5B_s1EoN4zIru4JSw4Qg,-79.890649,40.427135,3.5
_8xYpVdKMllhuuf4PIvq8w,-79.8873652,40.42304,3
K8Ebs8G1rwc3DBdznHvDxg,-79.8886201,40.4254343,3
tRhwP2jCg_lI1BrjdscNbw,-80.0594902,40.3915059,4.5
zvqxmVZgJ0XpJfb1Xn5jKQ,-80.065824,40.392484,3.5
uwiD9jxs09xxXG0by_xKuA,-80.061579,40.392551,3
f0eAe5PZMy_MEvxEEBYAcQ,-80.065824,40.392484,4.5
zhQzX3CxM0tdBXwGUWmxGA,-80.047466,40.441776,4.5
ZS7-I04iDm4oRP_GJsJqrA,-80.045902,40.418106,4
xSYGuHecEWP7At0HYbO5Jg,-80.045329,40.418425,3
7ijQJV72aBrEoJCtTBCHxw,-80.0022117,40.4401998,3
z4cCguoHdU48pj6sXMIzqg,-79.994852,40.4441681,2.5
imzKM9-mgN1Yk_RIXx3IgA,-79.984628,40.450964,3.5
9D4PMia-8WqCYXnr7TM0Pw,-79.9854235,40.4503182,4.5
4LcFKTr6Ah87VcxW2z5e6w,-79.9989518,40.4422762,1.5
buVALudg30kgkDusqB3yJw,-79.9834035,40.4514856,4.5
wHi8ODv7TGmeUB02XoX-mA,-79.9842886,40.4505742,2.5
J7I85lTCEGr9-qp6AXPUjQ,-80.0030696,40.441253,4.5
DHAq_WmQwjk7gviKXwqnjg,-79.9852163,40.4504367,4
shrMOQmX_SX-KualwYoAzA,-79.99086,40.44756,2.5
SWzCFTM7KHc-MncD6xxOYQ,-79.9828538,40.4514869,4.5
lVB0HB2PxC9OTtMcz0wagA,-79.986418,40.449767,4
3jPNfiRYdu-tlJM4OGF3og,-79.994009,40.444318,3
41CXLCeB8z2oNdIOvnrzIA,-79.9776291,40.4639257,2.5
YKQ09HGeV3_oiKp8NK7Zqg,-79.9845049,40.4504243,4
gFT2yXDXJ1qfuGOSfSU5Bw,-79.983095,40.4518345,4
cg8b1FGcl-Sytfa8UlCcjg,-79.99086,40.44756,4
UQSGL98JH8346Uv9B9Ec0g,-79.9848298,40.4507069,3.5
kj3qws3WSMgOotUeACSdFA,-79.9756691,40.4570059,4
_aGVicux2dJm9sqzLSCJtg,-79.9997165,40.4422522,3.5
tyXvO1G2qK3MUfaap30auw,-79.9833014,40.4512257,4.5
niW0ggRVPW5fafcfImdK7w,-79.9834614,40.4513551,4.5
TASUnYvk_nvTUyKtroCJSA,-79.98572,40.450211,4.5
#NAME?,-80.0019823,40.4409393,3
E_-4Y9vn-u-dPgp33TLRUQ,-79.947532,40.461189,2.5
Msfys8NloDpAsWmhvC9T6A,-79.947655,40.4612539,3.5
DsxLIr-b6WlDn9YNsVBu_A,-79.948546,40.4618603,4.5
KH6stvNdq_aV0HvKw8P5yA,-79.949333,40.462158,3.5
YTqSkgOiiI9HG3hNH7ovfg,-79.9471799,40.4606393,3.5
3_3yJMo2dTPeq8woOW69IA,-79.9541124,40.4647058,4
uOwuJJhGaiAzuaDY7-o14g,-79.941471,40.455568,3.5
DEH4worm2017xT3KHLoyAw,-80.022591,40.395242,3.5
gCiKiqPGAC_ZVt5bBcwnrw,-80.022086,40.394874,4.5
rbg3POnoegWx0RQ0KGd0sA,-80.021538,40.394482,4
dpRsK3JyaD3GKorVWzQUmA,-80.024316,40.400323,3
vWnwaD-kykqiEc2Q0hbYsw,-80.0266142,40.3989335,1.5
xUf11yTcoRagwNiJcY8GAA,-80.0502872,40.4256974,1
7FRn0CFWQmZFu8bcEqrXMw,-80.044391,40.380869,4
DJKpwLp4mISNDNDpNz67tw,-80.0448122,40.3794554,4
1qUYk564SajvwTtkNM6KJA,-79.9328199,40.4513702,3.5
LHyGQnuWR2q44bsrw1ZLAg,-79.930303,40.456766,3.5
yWVY1Bq19lDxu3BP7_96EQ,-79.932915,40.451668,4
yYyWwqPiLJO7eWRt0g_PBg,-79.932424,40.451832,4
sQWSHCIH_HUT4HUXaxDaBA,-79.9357368,40.4507601,3
rUQfZOengMpXFkLvJrNJ3g,-79.931454,40.453359,4.5
GRrvJchtxskNDsGYUPPzzg,-79.9291471,40.4573354,4
Tfysaq2SdZAc5_TyPpuyLA,-79.9346032,40.4563396,3
Lgyc-00L5pAELhjwUjAz-w,-79.9335764,40.4511736,3.5
TIPebazlAGJsp8zAwhNkcw,-79.9346368,40.4512699,4
rm1hBa1HPcLhUSwuincX2Q,-79.9373637,40.4477839,3
mXHBxHrAJPnPWnm_OKuZTQ,-79.937464,40.456954,2.5
Q9BXMPu2HnRDMq9X_2rHrQ,-79.933919,40.450866,3
jc23sKVXBHM8WNLeDE3Eug,-80.034629,40.368716,3
Sr98G9lk8nWMGOoxO_fUQA,-80.013523,40.369099,4.5
AK8T92URfkOUoTAVd7l2EA,-79.89384734,40.48821075,3.5
I2qqSBe5sWwE9pkC6PgmqA,-79.883087,40.4887162,3.5
5z1TluGqhwVYrN7ZZPDW6g,-80.054154,40.429825,4.5
H5Qmurgkw8p7JGmZ8rxqoQ,-79.966571,40.4618139,4.5
T4_LFnGNke1yk3k2MJjiqA,-79.9675459,40.4646453,4.5
Km-96EyJSH93tUs9iToM-A,-79.964525,40.469264,3.5
bwu0cUZfksuu-uzTPrrl2A,-79.96439362,40.46242905,3.5
5K6TGz2q_3w2jGnuAjdi_Q,-79.980331,40.429021,3.5
26HlCqrwTikf-n5FXRS8qw,-79.9840362,40.428744,4
XmJJQjudjE7bXZyFsH0ECw,-79.9888768,40.428787,2
ufIN_oA285Zivd-4szJKxQ,-79.9722262,40.4281555,4.5
58AZ_aOhCWQqriwva1-gdw,-79.9777068,40.4289205,2.5
_kPuX1OAC4QWb2NM9Fbhzw,-79.9763041,40.4287243,4.5
7GDXpAS4LUSFmzmmm3EtuQ,-79.97969,40.428447,2
LhjIfgnWyJLQ96zobHGLgQ,-79.9854225,40.428834,3.5
gVL0W9PqidrLTaESQ1xIvQ,-79.976705,40.4310089,2.5
pFkEafZFTRE-qgB3NYC48Q,-79.9816951,40.4289531,3.5
p_wNn2SZ8iFtpVbetmUA_w,-79.9842819,40.4289537,4
uPl2nKYL0uNqBqqeF2Rx7Q,-80.0691228,40.4395816,1.5
hzR_4oyJLJp6kuD7w0ZARg,-80.052727,40.429752,3.5
vTnvE0fsPP4r1Eni7gufrQ,-80.055098,40.427386,2.5
wSCWrEqPD0RgOepGIbUYnA,-79.9288813,40.4219285,3
qCg90xkk0VgdNF6IirZEPA,-79.9964071,40.4402708,3
P0kIWqaoOjIJEtJBydFvoA,-79.9748789,40.4812838,4.5
fnKjsT1rQKS9x0Zw35TwAw,-80.0182153,40.4378736,3
UgBIcnR-WMAH4pezas0_yw,-80.0072284,40.4310764,3
lr4Zti9WOHXWHu8Yp3zZkg,-80.005301,40.426798,4
wgSCc7Ut2C4OkmvoeSLIrQ,-80.0185522,40.4381226,3.5
9oImwXLAn-DFppBrfbmkLg,-80.021242,40.439059,4
OJBkDqbEl6JyN_7hJvCVfg,-79.948636,40.445132,4
NtPR7xaSxkQTWW1HYGz56A,-79.957054,40.440911,3
aft5N5DwIaIzQzwKv7lLvg,-79.953346,40.439978,4.5
rroEVCHOX6sjZaAYTk6pSw,-79.9494333,40.4527648,4.5
oN552ZjtfJWV7CMtftGrfA,-79.9572847,40.4409371,4.5
yAC6PHPOOqlEvrzyVjItkw,-79.9571243,40.4415797,2.5
xQYa2C1-tKGx65GpDDNePQ,-79.957649,40.440978,4
B-DLw09xS5mgAC0lvlGUxw,-79.956956,40.441282,3.5
ojlQtj_2W24-IZGqkBVsmg,-79.9460546,40.4547833,2
5Hd4vp5bKPq-W8zPwabYhw,-79.9521783,40.4521371,4
9Cx8HT4LLis_2OvcFZpEmw,-79.95538761,40.4365709,5
Q2iZ7kT5SpiRir7iommz1g,-79.95859528,40.4416275,3
n_vYHn44QfjFkTW7gS5LaQ,-79.9606538,40.439136,4
LCybuUjDVdYQAdfeM6dISw,-79.9572821,40.4412286,2.5
xdfs6XsmCoAwHD7vEOT5Ww,-79.9460922,40.4545627,3
XO_WxRfD9OAQ6l1FRuoUNg,-79.9346313,40.4966961,3.5
gQ-BN9WPkvsReJ-r-s_eOw,-79.9229595,40.4354812,3.5
XNPqR50C5mtsSpeZ-Rshqg,-79.923336,40.432968,4
liZsZYK2st1etzVYazpylw,-79.92262898,40.43550914,2
ar6UvDX5NQrKpd_4u9pdcg,-79.9191595,40.4377306,3.5
yalcA5czeW7qly_6ksp1nw,-79.925444,40.416861,4.5
khmDwXbcUxeU2ymjju_Jrw,-79.9167743,40.4443879,2
KT8KJ4zt-IPqpLzACdpEZg,-79.925176,40.416731,1.5
2i5ttyWIY-VPfp4dgWb5Cw,-79.9230247,40.4297244,3.5
lT506ycfzn3Reti-DO05zA,-79.9374714,40.4269069,2.5
hMspWyS2RQ8yJ4GpvSN6pg,-79.9216946,40.4380626,4
7JYif-4RQOMWrUkoemuytA,-79.9229113,40.4372489,3
RptBvx0-dGfSpQYzqj6b8Q,-79.9213874,40.4379282,4
Y8ijuEjSTwnAJA3lIfAucg,-79.9230629,40.4338463,4.5
TYyW_pl7hgfUEMwxVwc4OQ,-79.9205075,40.4417263,4
WRWh8BiaoICpsilqI7WrNQ,-79.9227592,40.4361609,3.5
rVwbsvynuVZH5LpgOx4oeA,-79.996777,40.440513,4
vtcEXiQukuSzOMxyVxlh-Q,-80.0036951,40.4333831,3.5
#NAME?,-79.9963704,40.4426615,3
tYi1AaABtF3jX1mUIMuYcQ,-79.992893,40.437255,2.5
_4DWNjU9ck_ynL4Me86CJw,-80.0016673,40.4310108,3.5
1u_8Lk1_0UsTmjW6b12bpw,-80.00484,40.4336377,3.5
l69zskvo5X2V9lxnINgXww,-79.8886233,40.4447141,3
FnaWgExFsjWeekotG-_66g,-79.8930414,40.4461496,2
44zt-uJPM4BGs46DaNO98Q,-79.98390198,40.36453091,2.5
WZXg-P4467py050tHRr5ng,-79.981995,40.370014,3.5
EZdFJ0Uxqarqs5BX3pKgug,-79.989937,40.378641,2.5
46dYEuISLWIMSN55AijJBw,-79.98205662,40.36758819,4
Alk2AVNg3wTrI4L1d-krZw,-80.0183231,40.4515549,3.5
fvhWfSPlx5J_3F-ScLpvXQ,-79.9921208,40.4572019,3.5
PA0cwf2cgeC8P-YSKQmxIA,-79.8509158,40.4139211,4.5
pG76BRH7k9SVc9YW3jkANQ,-80.0311105,40.4544448,4.5
LZghZl5RVTeR4p77UpXipg,-80.0188513,40.450857,1
_yyHTeCtVOQKjD6G6GO_lg,-79.9959316,40.4396782,3.5
NhA_Fg-0ywtg8ut2RjUo0w,-79.99554913,40.44090311,2.5
0qOcbknxi72ZcF-z4VOtDQ,-79.9350205,40.4507156,3.5
J2x_AMx591i6TK3xccEzqQ,-79.983392,40.4514468,4
w7VSMULJ9GtRi3CBRxoJtg,-79.9858749,40.450111,4
RhOTBt7ISr2rhXisSMLTSw,-79.956028,40.439901,4
Ak4s2gS-jx8iW33jY4u3jA,-79.923207,40.434156,4.5
P239JxvlJ_mTmMZk-2K9QA,-79.9819651,40.4521061,4
kKiluPSzCnCOkYKknWzNzQ,-79.956657,40.442277,3.5
UtWdmmCdMtm6iqcc7ccO_g,-79.922806,40.437847,3
RSr7nAayztT5mBLUBMpbpg,-79.919044,40.45932,4.5
gNcvmWQ6b40mpfzSOdStEA,-79.94223118,40.44387706,1.5
YeiH-kbGrwmIJlauSP_-dA,-79.9653483,40.4284111,3.5
kc5gJPisT5L5z8lLa9FV9A,-79.9508477,40.4503566,4.5
5japW20yvS1tomuvliRbcA,-79.9667384,40.427981,3
Xk8Nd2X5nf13DunyEg-MGQ,-79.9844444,40.4516955,4
Jh-8r-RwvkRs80HP_q6DYA,-79.919905,40.438251,3
0GdTpvzrpDWDPiHP3G6Fuw,-79.902294,40.446593,4
ouTDIL0eqSCSRxNk_Qt5_A,-79.9226113,40.4351892,4
U3AUN4Azkm76qsEaWqOCEw,-80.00003915,40.44071959,4
v7e-GIGgEIFANhHsywlhrw,-79.8932692,40.43211376,4
cs9iu_1abcCXOuelaO-Gfg,-79.9694706,40.4276187,3
MEgNULnEYQ40EDxkTpfHxw,-79.914467,40.4503719,4
fY5s3NUnJTYJOHQeRPYNFQ,-79.9114833,40.4591026,4.5
wlS-0nxpHQaFqv_iZ01fvw,-79.9254799,40.457865,3.5
wziHV0Zs8AMFHdBrMaV2fw,-79.9294051,40.4586225,4
puwWm1NTtjNiuHR1cQo9Tg,-79.9997773,40.4538727,4
_ji6oh2RwfOOt0jMznT5wg,-79.948641,40.4460679,4
QnI-qHGQGgx61zcPyImhsQ,-79.9201969,40.4378605,5
p6I9XmfpvCyDbkvtvQqhsw,-79.9231507,40.4377854,3.5
H7XCWLhCbRMDtNs6GfEZXQ,-79.996111,40.440556,3.5
9TOZic931NktWjVGftktJQ,-79.9302162,40.4565015,4
McHO_tvPofRkZVFpaZaWRA,-79.9508171,40.4629248,3.5
AwaxCI7NMG3_nqCLqC4qWw,-79.9827624,40.4515233,4.5
VKtZk23K28Rp_9ku70zCrQ,-79.94161963,40.44170511,4
I9IDCNPrOvJYavtsH936cA,-79.9953633,40.44371239,3.5
ttCWIiHpoiuZX96D2KbNaQ,-79.9958916,40.4437364,3
4e1FfJ1QxKa3L8TJHOtg7g,-79.9467527,40.4601392,4.5
qg14DV1nQgYY_b_Pm3a6lw,-79.94851392,40.44461631,3.5
OGRdRr9rjsXGChCsK7vfXw,-79.9487066,40.4446704,3
AuhN2byA2Cyn-uzWD-pJxw,-79.9579228,40.4410144,4
VkaQc_XSCyy1TQsmRXVZhw,-79.919787,40.437813,4.5
QF8aAgmMvwQsBKTUeq9_mg,-79.9526423,40.4633496,3.5
9iPsnH3gJdyledlHYahLeg,-79.997909,40.441985,3
AD0FE_5dM7pWy5YdbMZaGQ,-79.9826184,40.4543386,4
OpFSTvYREcZZ1ScB250Lbg,-79.95183,40.454132,3.5
lGJTErTf8Y72U4OLHhW65A,-79.98172,40.429116,4
wIsoQXDI4X6elYxTvkD_Rw,-79.96665,40.426003,4.5
XtQgLRofbvrivJyinGZtkQ,-79.9473993,40.4541927,4
LMD-f6FMz8lF8QeSlie5kQ,-79.9820206,40.4523578,4.5
dWg_Wkun000du6jiI3TPUw,-79.9853489,40.450319,4.5
XY3aIm-0PZMXXkVKECD7uw,-79.9818084,40.452314,4.5
3wvt02K8Q4tZx0OImekCTg,-79.996777,40.440513,3.5
EpPfFCLETEnzAw324Y666A,-79.9850342,40.4502923,5
G7Ork6dlTZ6xcmPF3gxG4w,-79.93342,40.464778,4.5
2UUkXa45Vgk_TfCP6kmfSw,-79.969064,40.427409,3.5
AvVMhXghvAE2_JGWXoC7IA,-79.996845,40.441819,5
FVGtiujFXixkw71HBbBB_A,-79.92298,40.4362726,2.5
e6wtJ95VHGk5kQWtXholMw,-79.9232325,40.4318095,3.5
UawG_p7CC3p7HhE7pzNIyQ,-79.9586327,40.4409284,2.5
Lv01PSVexq5YKJwfgg-JGA,-79.9989331,40.4428412,3.5
9bqGhpj6NYVrdojYUnHMgA,-79.994009,40.444318,4
pKwsonGrAZPR7xsB5XZjKA,-79.9228556,40.4335713,3
EfmGcKIuG05OlY_mcANMRA,-80.0022505,40.4426547,3.5
JObIv0n8MW2A84NE0__Syg,-79.9231097,40.4335078,3.5
ionFxm0fkwX_J3I5By6Efg,-79.970737,40.428389,2
d7M30BsQj_oT2howDyo0ew,-79.9970421,40.4440334,4
doQQQzQis8Me3jGeAhfd5w,-79.9657795,40.4264582,4
1wCyM-brDWQNxrJajO7QXw,-79.9773691,40.4303589,3
W3UMlRDOn9Tzd3kfYlHX3g,-79.9841639,40.4521127,3
9q0T11qr73CgUlLM1amWMA,-79.9984294,40.4383037,2.5
V7r0F2kr1WlyNOBy-C_HMA,-79.9650015,40.4657718,4.5
BL3JjW4GiljNbGn90Bk_Fg,-79.9654309,40.4262276,2.5
ltFzUGuaNqDqH1iOlNd64g,-80.045552,40.420073,3.5
Q6b-V99kzl6hUYug7AuYKA,-80.0441514,40.3996745,3
gUT2SESEp7nV6kDYipHZeA,-80.0355884,40.4224571,2.5
TFvvI_MxoTg-rNHpvh3QeA,-79.9464765,40.4383304,3
Fx9NGStq3-YpG1zcHzJftA,-79.9243642,40.46391,3.5
wTdSQoVHBA1HHOBLa_t8Pg,-79.9248833,40.41595,2.5
b1vwNwPlEivVODtboYF1Bg,-80.050369,40.357664,3
6EXCN46MdJOa00KjuH8jaA,-79.945506,40.45459,3
qFY39MzKFQcT6dx56vqb7Q,-80.0445746,40.399287,2.5
BTxiE7WJgd_xQIhCZ_4Ibw,-79.88328998,40.48766661,4.5
oZLeVF5nZe-6nBTgnoOl2w,-80.060459,40.391243,2
5tx3tiX_k-0BklqBHL4ebQ,-79.8738589,40.4897698,3.5
9tTYOHjgQsVON4UkDKvFcg,-80.0356122,40.3942239,4
eZ8HKbgNXSCQhEDk4d4F2Q,-79.85919322,40.49489765,4.5
d7G_HhoYxcJbE3VBwVUwjg,-80.0072834,40.4297475,3.5
