business_id,name,categories,stars,review_count,neighborhoods,longitude,latitude,Price.Range,AcceptCreditCard,Parking
usSROUMiAgPcxV3Ym0OxMQ,Mitchell's Fish Market,"['Seafood', 'Restaurants']",4,73,['Homestead'],-79.91808943,40.40887838,3,1,1
_jsJFrAmFVPRio0eEVExbA,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",2.5,4,['Bellevue'],-80.06235,40.492067,1,0,0
Rjx8GcWuCzfVsKC5iPIcQA,Remember When,"['Food', 'Ice Cream & Frozen Yogurt']",3.5,8,['Windgap'],-80.077006,40.459082,1,1,1
s74Tq6WKV1b91UFRr7ch7g,Pistella Beer Distributors,"['Food', 'Beer, Wine & Spirits']",4,11,['Friendship'],-79.931884,40.463717,2,1,1
BG4N0V93wml9kaU6YYRxRA,Giant Eagle,"['Food', 'Grocery', 'Shopping', 'Drugstores']",2.5,10,['Shadyside'],-79.921053,40.458577,2,1,1
83_p9vIqOq1TUIf3_GD7bA,Enrico's Tazza D'oro Cafe & Espresso Bar,"['Food', 'Coffee & Tea', 'Cafes', 'Restaurants']",4.5,92,['Highland Park'],-79.918862,40.474884,1,1,1
bZcqORBnVApUA2-SEn7VEQ,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",2,6,['Shadyside'],-79.9187095,40.4584723,1,1,0
YMEtEsUDQKOYJOcE5Fx3gQ,Food Glorious Food,"['Bakeries', 'Food', 'Specialty Schools', 'Education', 'Cooking Schools']",5,24,['Highland Park'],-79.919627,40.475405,2,1,1
wfCLz9-aeShbPB7CaTY-qQ,Whole Foods Market,"['Food', 'Specialty Food', 'Grocery']",3.5,90,['Shadyside'],-79.9288302,40.45851065,3,1,1
EPILrBqmgQxd-R1gZ1EWJg,Frick Park Market,"['Food', 'Grocery']",4.5,10,['Point Breeze'],-79.90508,40.4472949,1,1,1
#NAME?,East End Food Co-Op,"['Health Markets', 'Food', 'Vegetarian', 'Restaurants', 'Specialty Food']",4.5,60,['Point Breeze'],-79.8954753,40.4481991,2,1,1
2PfavOTufsPCRdYm-bFcpw,Page Dairy Mart,"['Food', 'Ice Cream & Frozen Yogurt']",4.5,53,['South Side'],-79.9558863,40.4115087,1,0,1
VkqKyq09rDYMhFk5nElWWA,Bishop's Pizza,"['Food', 'Ice Cream & Frozen Yogurt', 'Pizza', 'Restaurants']",3,4,['Carrick'],-79.986911,40.393115,2,1,1
BbIh5NTizhV4Fq_mLmNkpg,Long John Silver's Inc,"['Seafood', 'Restaurants']",1.5,3,['Carrick'],-79.98224,40.387167,1,1,0
Z7HNl4Gz00cA0_wt0S-vSw,BreadWorks Bakery,"['Bakeries', 'Food', 'Restaurants']",4.5,12,['North Side'],-80.0190648,40.4621686,1,0,1
OjzR6hUYasFReo0vhVn0-w,Teutonia Mannerchor,"['German', 'Beer, Wine & Spirits', 'Food', 'Restaurants']",4,6,['North Side'],-79.994957,40.455167,2,1,0
zq--BGVHu7_fb1VHEwg2ow,Caruso Beer Distributor,"['Food', 'Beer, Wine & Spirits']",4,7,['North Side'],-80.0105349,40.4566994,2,1,1
cZl7-Um4HiJWFgDVmMan2Q,Giant Eagle,"['Food', 'Grocery']",2,19,['North Side'],-80.0009426,40.4509987,2,1,1
I9-Ei8_KYtMjbixNJSCvwA,The Isaly Company,"['Food', 'Ice Cream & Frozen Yogurt', 'Delis', 'Restaurants']",3.5,3,['North Side'],-79.9993338,40.4534946,1,1,0
obAdXU3RULuUOww759_h_w,Tom Friday's Market,"['Food', 'Specialty Food', 'Meat Shops']",5,6,['Brighton Heights'],-80.0414427,40.4812123,1,1,1
YUZVBdGmagwXV-yOhR-1GQ,Miller's Seafood House,"['Seafood', 'Restaurants']",2.5,10,['Brighton Heights'],-80.0416964,40.4851129,2,1,1
N2DwycuZl95miWf39Yskaw,Schorr Bakery,"['Bakeries', 'Food']",3.5,3,['Observatory Hill'],-80.018177,40.489973,2,0,0
9NL2GL4jSPVj9SKijH5PqA,Kuhn's Market,"['Food', 'Grocery']",4,15,"['Dormont', 'Banksville']",-80.0434133,40.3996765,2,1,1
WY6FFxpa6ztwDH5OhS6WDw,Potomac Bakery,"['Bakeries', 'Food']",4,13,['Dormont'],-80.0347424,40.3954709,2,1,1
LV_OCiR9rOHVHgdhbpqw2Q,Scoops On Beverly,"['Food', 'Ice Cream & Frozen Yogurt']",4,9,[],-80.0500275,40.3885545,1,1,1
cRv7pLvIe3eI0efndQBcLg,Banksville Beer Inc,"['Food', 'Beer, Wine & Spirits']",2.5,3,['Banksville'],-80.0433063,40.401054,2,1,0
ORTRrw3ClZ0Ld0LgY1H_5g,Eat'n Park Restaurant,"['Fast Food', 'American (Traditional)', 'Restaurants']",3.5,15,['Dormont'],-80.033585,40.395871,1,1,1
9aw0t0rlACKkMaxsX0KlKA,Dairy Queen,"['Food', 'Ice Cream & Frozen Yogurt', 'Fast Food', 'Restaurants']",4,5,[],-80.0466445,40.3958828,1,1,1
Tb7hQ37UFA2QFaMwjFieQw,Arby's,"['Fast Food', 'Restaurants']",2.5,5,['Banksville'],-80.03063,40.414716,1,1,0
21hqlWgjmNgW4pBZJDuziQ,Market On Broadway IGA,"['Food', 'Grocery']",3,5,['Beechview'],-80.024985,40.409944,1,1,1
WxN-aV_puFazt3UGNLlw0A,McBroom Distributor,"['Food', 'Beer, Wine & Spirits', 'Event Planning & Services', 'Caterers']",3.5,8,[],-79.893463,40.431523,2,1,1
JL5B_s1EoN4zIru4JSw4Qg,Taco Bell,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",3.5,4,[],-79.890649,40.427135,1,1,0
_8xYpVdKMllhuuf4PIvq8w,Giant Eagle,"['Food', 'Grocery']",3,8,[],-79.8873652,40.42304,2,1,1
K8Ebs8G1rwc3DBdznHvDxg,Wendy's,"['Burgers', 'Fast Food', 'Restaurants']",3,4,[],-79.8886201,40.4254343,1,1,0
tRhwP2jCg_lI1BrjdscNbw,Crouse Wayne Beer Distributor,"['Food', 'Beer, Wine & Spirits']",4.5,3,[],-80.0594902,40.3915059,2,1,0
zvqxmVZgJ0XpJfb1Xn5jKQ,Giant Eagle,"['Food', 'Grocery']",3.5,8,[],-80.065824,40.392484,2,1,0
uwiD9jxs09xxXG0by_xKuA,Bruegger's Bagels,"['Food', 'Sandwiches', 'Bagels', 'Breakfast & Brunch', 'Restaurants']",3,5,[],-80.061579,40.392551,1,1,0
f0eAe5PZMy_MEvxEEBYAcQ,Starbucks,"['Food', 'Coffee & Tea']",4.5,6,[],-80.065824,40.392484,2,1,1
zhQzX3CxM0tdBXwGUWmxGA,Better-Maid Donut Co,"['Bakeries', 'Food', 'Donuts']",4.5,17,['Crafton Heights'],-80.047466,40.441776,1,0,1
ZS7-I04iDm4oRP_GJsJqrA,Boston Market,"['Event Planning & Services', 'American (Traditional)', 'Caterers', 'Comfort Food', 'Restaurants']",4,5,['Greentree'],-80.045902,40.418106,1,1,1
xSYGuHecEWP7At0HYbO5Jg,Einstein Bros Bagels,"['Food', 'Bagels']",3,9,['Greentree'],-80.045329,40.418425,2,1,1
7ijQJV72aBrEoJCtTBCHxw,Starbucks,"['Food', 'Coffee & Tea']",3,13,['Downtown'],-80.0022117,40.4401998,2,1,1
z4cCguoHdU48pj6sXMIzqg,Original Fish Market,"['Seafood', 'Restaurants']",2.5,74,['Downtown'],-79.994852,40.4441681,3,1,1
imzKM9-mgN1Yk_RIXx3IgA,Sunseri Jimmy & Nino Co,"['Food', 'Ethnic Food', 'Specialty Food', 'Restaurants', 'Italian']",3.5,16,['Strip District'],-79.984628,40.450964,1,1,1
9D4PMia-8WqCYXnr7TM0Pw,Labad's,"['Food', 'Grocery']",4.5,16,['Strip District'],-79.9854235,40.4503182,1,1,1
4LcFKTr6Ah87VcxW2z5e6w,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",1.5,3,['Downtown'],-79.9989518,40.4422762,1,1,0
buVALudg30kgkDusqB3yJw,Reyna Foods,"['Food', 'Grocery', 'Mexican', 'Restaurants']",4.5,76,['Strip District'],-79.9834035,40.4514856,1,1,1
wHi8ODv7TGmeUB02XoX-mA,Roland's Seafood Grill,"['Seafood', 'Restaurants']",2.5,125,['Strip District'],-79.9842886,40.4505742,2,1,1
J7I85lTCEGr9-qp6AXPUjQ,Nicholas Coffee Co,"['Food', 'Coffee & Tea']",4.5,46,['Downtown'],-80.0030696,40.441253,1,1,1
DHAq_WmQwjk7gviKXwqnjg,New Sambok Oriental Foods,"['Food', 'Grocery']",4,16,['Strip District'],-79.9852163,40.4504367,1,1,1
shrMOQmX_SX-KualwYoAzA,Au Bon Pain Co Inc,"['Bakeries', 'Food']",2.5,6,['Strip District'],-79.99086,40.44756,1,1,0
SWzCFTM7KHc-MncD6xxOYQ,La Prima Espresso Co,"['Food', 'Coffee & Tea']",4.5,44,['Strip District'],-79.9828538,40.4514869,1,1,1
lVB0HB2PxC9OTtMcz0wagA,Lotus Food Co,"['Food', 'Grocery']",4,49,['Strip District'],-79.986418,40.449767,1,1,1
3jPNfiRYdu-tlJM4OGF3og,Cool Beans Coffee Co,"['Food', 'Coffee & Tea']",3,3,['Downtown'],-79.994009,40.444318,3,1,0
41CXLCeB8z2oNdIOvnrzIA,Redfin Blues,"['Seafood', 'Restaurants']",2.5,37,[],-79.9776291,40.4639257,2,1,1
YKQ09HGeV3_oiKp8NK7Zqg,Kim DO Oriental Grocery,"['Food', 'Grocery']",4,4,['Strip District'],-79.9845049,40.4504243,1,1,1
gFT2yXDXJ1qfuGOSfSU5Bw,Mon Aimee Chocolat,"['Food', 'Specialty Food', 'Chocolatiers & Shops']",4,51,['Strip District'],-79.983095,40.4518345,2,1,1
cg8b1FGcl-Sytfa8UlCcjg,Einstein Bagels,"['Food', 'Bagels']",4,5,['Strip District'],-79.99086,40.44756,1,1,0
UQSGL98JH8346Uv9B9Ec0g,Stan's Market,"['Food', 'Grocery']",3.5,15,['Strip District'],-79.9848298,40.4507069,1,1,1
kj3qws3WSMgOotUeACSdFA,Klavon's Ice Cream Parlor,"['Food', 'Ice Cream & Frozen Yogurt']",4,59,['Strip District'],-79.9756691,40.4570059,1,1,1
_aGVicux2dJm9sqzLSCJtg,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",3.5,3,['Downtown'],-79.9997165,40.4422522,1,1,1
tyXvO1G2qK3MUfaap30auw,Stamoolis Brothers Company,"['Food', 'Specialty Food', 'Grocery']",4.5,15,['Strip District'],-79.9833014,40.4512257,2,1,1
niW0ggRVPW5fafcfImdK7w,Pennsylvania Macaroni Co,"['Food', 'Cheese Shops', 'Grocery', 'Meat Shops', 'Specialty Food']",4.5,115,['Strip District'],-79.9834614,40.4513551,2,1,1
TASUnYvk_nvTUyKtroCJSA,Prestogeorge Fine Foods,"['Food', 'Coffee & Tea']",4.5,37,['Strip District'],-79.98572,40.450211,2,1,1
#NAME?,Original Oyster House,"['Seafood', 'Restaurants']",3,67,['Downtown'],-80.0019823,40.4409393,1,0,1
E_-4Y9vn-u-dPgp33TLRUQ,Starbucks,"['Food', 'Coffee & Tea']",2.5,7,['Bloomfield'],-79.947532,40.461189,2,1,1
Msfys8NloDpAsWmhvC9T6A,Paddy Cake Bakery,"['Bakeries', 'Food']",3.5,15,['Bloomfield'],-79.947655,40.4612539,1,1,1
DsxLIr-b6WlDn9YNsVBu_A,Groceria Italiana,"['Food', 'Grocery', 'Delis', 'Restaurants']",4.5,21,['Bloomfield'],-79.948546,40.4618603,1,1,0
KH6stvNdq_aV0HvKw8P5yA,"Donatelli's Italian Food Center, Inc","['Food', 'Grocery', 'Delis', 'Restaurants']",3.5,12,['Bloomfield'],-79.949333,40.462158,1,1,1
YTqSkgOiiI9HG3hNH7ovfg,Lombardozzi's Restaurant,"['Seafood', 'Restaurants', 'Italian']",3.5,15,['Bloomfield'],-79.9471799,40.4606393,2,1,1
3_3yJMo2dTPeq8woOW69IA,Twisters Soft Serve Ice Cream,"['Food', 'Ice Cream & Frozen Yogurt']",4,10,['Bloomfield'],-79.9541124,40.4647058,1,0,0
uOwuJJhGaiAzuaDY7-o14g,Boston Market,"['Event Planning & Services', 'American (Traditional)', 'Caterers', 'Comfort Food', 'Restaurants']",3.5,13,['Bloomfield'],-79.941471,40.455568,1,1,1
DEH4worm2017xT3KHLoyAw,Kribel's Bakery,"['Bakeries', 'Food']",3.5,10,['Brookline'],-80.022591,40.395242,2,1,1
gCiKiqPGAC_ZVt5bBcwnrw,Pitaland,"['Bakeries', 'Food']",4.5,25,['Brookline'],-80.022086,40.394874,1,1,1
rbg3POnoegWx0RQ0KGd0sA,Party Cake Shop,"['Bakeries', 'Food']",4,13,['Brookline'],-80.021538,40.394482,2,1,1
dpRsK3JyaD3GKorVWzQUmA,Wendy's,"['Burgers', 'Fast Food', 'Restaurants']",3,4,['Beechview'],-80.024316,40.400323,1,1,1
vWnwaD-kykqiEc2Q0hbYsw,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",1.5,5,['Beechview'],-80.0266142,40.3989335,1,1,0
xUf11yTcoRagwNiJcY8GAA,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",1,3,['Greentree'],-80.0502872,40.4256974,2,1,0
7FRn0CFWQmZFu8bcEqrXMw,Potomac Bakery,"['Bakeries', 'Food']",4,9,[],-80.044391,40.380869,1,1,1
DJKpwLp4mISNDNDpNz67tw,Uptown Coffee,"['Food', 'Coffee & Tea']",4,27,[],-80.0448122,40.3794554,1,1,1
1qUYk564SajvwTtkNM6KJA,The Coffee Tree Roasters,"['Food', 'Coffee & Tea']",3.5,66,['Shadyside'],-79.9328199,40.4513702,1,1,1
LHyGQnuWR2q44bsrw1ZLAg,Bagel Factory,"['Bakeries', 'Food', 'Bagels']",3.5,24,['Shadyside'],-79.930303,40.456766,1,1,1
yWVY1Bq19lDxu3BP7_96EQ,Prantl's Bakery,"['Bakeries', 'Food', 'Desserts']",4,98,['Shadyside'],-79.932915,40.451668,1,1,1
yYyWwqPiLJO7eWRt0g_PBg,Jitters Cafe,"['Food', 'Ice Cream & Frozen Yogurt', 'Coffee & Tea']",4,26,['Shadyside'],-79.932424,40.451832,1,1,1
sQWSHCIH_HUT4HUXaxDaBA,Bruegger's Bagels,"['Food', 'Sandwiches', 'Bagels', 'Breakfast & Brunch', 'Restaurants']",3,11,['Shadyside'],-79.9357368,40.4507601,1,1,0
rUQfZOengMpXFkLvJrNJ3g,The Inn on Negley,"['Food', 'Tea Rooms', 'Breakfast & Brunch', 'Bed & Breakfast', 'Hotels & Travel', 'Restaurants']",4.5,19,['Shadyside'],-79.931454,40.453359,3,1,1
GRrvJchtxskNDsGYUPPzzg,Tokyo Japanese Food Store,"['Food', 'Grocery']",4,18,['Shadyside'],-79.9291471,40.4573354,2,1,1
Tfysaq2SdZAc5_TyPpuyLA,Giant Eagle Market District,"['Food', 'Grocery']",3,62,['Shadyside'],-79.9346032,40.4563396,2,1,1
Lgyc-00L5pAELhjwUjAz-w,Rite Aid,"['Food', 'Convenience Stores', 'Shopping', 'Drugstores']",3.5,5,['Shadyside'],-79.9335764,40.4511736,2,1,1
TIPebazlAGJsp8zAwhNkcw,Le Mardi Gras,"['Bars', 'Food', 'Bagels', 'Dive Bars', 'Nightlife', 'Lounges']",4,39,['Shadyside'],-79.9346368,40.4512699,1,0,1
rm1hBa1HPcLhUSwuincX2Q,Historic Sunnyledge Hotel of Shadyside,"['Food', 'Tea Rooms', 'Bed & Breakfast', 'Event Planning & Services', 'Hotels & Travel', 'Hotels', 'Restaurants']",3,7,['Shadyside'],-79.9373637,40.4477839,2,1,1
mXHBxHrAJPnPWnm_OKuZTQ,Wendy's,"['Burgers', 'Fast Food', 'Restaurants']",2.5,14,['Bloomfield'],-79.937464,40.456954,1,1,1
Q9BXMPu2HnRDMq9X_2rHrQ,China Palace,"['Food Delivery Services', 'Food', 'Caterers', 'Event Planning & Services', 'Asian Fusion', 'Restaurants']",3,61,['Shadyside'],-79.933919,40.450866,2,1,1
jc23sKVXBHM8WNLeDE3Eug,Graham's Bakery,"['Bakeries', 'Food']",3,4,[],-80.034629,40.368716,2,1,0
Sr98G9lk8nWMGOoxO_fUQA,Signature Desserts,"['Bakeries', 'Food']",4.5,10,[],-80.013523,40.369099,2,1,1
AK8T92URfkOUoTAVd7l2EA,Giant Eagle,"['Food', 'Grocery', 'Shopping', 'Drugstores']",3.5,5,[],-79.89384734,40.48821075,2,1,1
I2qqSBe5sWwE9pkC6PgmqA,Coffee Tree Roasters the,"['Food', 'Coffee & Tea']",3.5,12,[],-79.883087,40.4887162,1,1,1
5z1TluGqhwVYrN7ZZPDW6g,South Hills Brewing Supply,"['Tobacco Shops', 'Beer, Wine & Spirits', 'Shopping', 'Food', 'Do-It-Yourself Food']",4.5,6,['West End'],-80.054154,40.429825,2,1,1
H5Qmurgkw8p7JGmZ8rxqoQ,Quick Stop Convenience Store Mini Mart,"['Food', 'Convenience Stores']",4.5,3,['Lawrenceville'],-79.966571,40.4618139,2,1,0
T4_LFnGNke1yk3k2MJjiqA,Salonika Imports,"['Food', 'Grocery', 'Mediterranean', 'Restaurants']",4.5,4,['Lawrenceville'],-79.9675459,40.4646453,2,1,1
Km-96EyJSH93tUs9iToM-A,Rite Aid,"['Food', 'Convenience Stores', 'Shopping', 'Drugstores']",3.5,4,['Lawrenceville'],-79.964525,40.469264,2,1,1
bwu0cUZfksuu-uzTPrrl2A,Church Brew Works,"['Food', 'Desserts', 'Breweries']",3.5,527,['Lawrenceville'],-79.96439362,40.46242905,2,1,1
5K6TGz2q_3w2jGnuAjdi_Q,Bruegger's Bagels,"['Food', 'Sandwiches', 'Bagels', 'Breakfast & Brunch', 'Restaurants']",3.5,9,['South Side'],-79.980331,40.429021,1,1,1
26HlCqrwTikf-n5FXRS8qw,Starbucks,"['Food', 'Coffee & Tea']",4,16,['South Side'],-79.9840362,40.428744,2,1,1
XmJJQjudjE7bXZyFsH0ECw,CoGo's,"['Food', 'Grocery']",2,3,['South Side'],-79.9888768,40.428787,2,1,0
ufIN_oA285Zivd-4szJKxQ,The Pretzel Shop,"['Food', 'American (Traditional)', 'Pretzels', 'Restaurants']",4.5,57,['South Side'],-79.9722262,40.4281555,1,0,1
58AZ_aOhCWQqriwva1-gdw,South Side Beer Distributor,"['Food', 'Beer, Wine & Spirits']",2.5,3,['South Side'],-79.9777068,40.4289205,3,1,0
_kPuX1OAC4QWb2NM9Fbhzw,S & S Candy & Cigar Co,"['Tobacco Shops', 'Food', 'Shopping', 'Candy Stores', 'Specialty Food']",4.5,4,['South Side'],-79.9763041,40.4287243,2,1,1
7GDXpAS4LUSFmzmmm3EtuQ,Burger King,"['Fast Food', 'Restaurants']",2,19,['South Side'],-79.97969,40.428447,1,1,1
LhjIfgnWyJLQ96zobHGLgQ,Dairy Queen,"['Food', 'Ice Cream & Frozen Yogurt']",3.5,4,['South Side'],-79.9854225,40.428834,2,1,1
gVL0W9PqidrLTaESQ1xIvQ,Giant Eagle,"['Food', 'Grocery']",2.5,9,['South Side'],-79.976705,40.4310089,2,1,1
pFkEafZFTRE-qgB3NYC48Q,Edward Marc Chocolatier,"['Food', 'Specialty Food', 'Candy Stores', 'Ice Cream & Frozen Yogurt']",3.5,6,['South Side'],-79.9816951,40.4289531,2,1,0
p_wNn2SZ8iFtpVbetmUA_w,Beehive Coffee,"['Food', 'Vegetarian', 'Coffee & Tea', 'Breakfast & Brunch', 'Restaurants']",4,80,['South Side'],-79.9842819,40.4289537,1,1,1
uPl2nKYL0uNqBqqeF2Rx7Q,KFC,"['Fast Food', 'Restaurants']",1.5,3,[],-80.0691228,40.4395816,2,1,0
hzR_4oyJLJp6kuD7w0ZARg,Beer World,"['Food', 'Beer, Wine & Spirits']",3.5,3,['West End'],-80.052727,40.429752,2,1,0
vTnvE0fsPP4r1Eni7gufrQ,Taco Bell,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",2.5,6,['West End'],-80.055098,40.427386,1,1,1
wSCWrEqPD0RgOepGIbUYnA,Giant Eagle,"['Food', 'Grocery']",3,16,['Greenfield'],-79.9288813,40.4219285,2,1,1
qCg90xkk0VgdNF6IirZEPA,Bruegger's Bagels,"['Food', 'Sandwiches', 'Bagels', 'Breakfast & Brunch', 'Restaurants']",3,17,['Downtown'],-79.9964071,40.4402708,1,1,1
P0kIWqaoOjIJEtJBydFvoA,Jean-Marc Chatellier's French Bakery,"['Bakeries', 'Food', 'Desserts']",4.5,77,['Millvale'],-79.9748789,40.4812838,2,1,1
fnKjsT1rQKS9x0Zw35TwAw,The Tin Angel,"['Seafood', 'Restaurants']",3,18,"['Duquesne Heights', 'Mt. Washington']",-80.0182153,40.4378736,3,1,1
UgBIcnR-WMAH4pezas0_yw,Difiore's Ice Cream Delite,"['Food', 'Ice Cream & Frozen Yogurt']",3,24,['Mt. Washington'],-80.0072284,40.4310764,1,0,1
lr4Zti9WOHXWHu8Yp3zZkg,Fox's Pizza Den,"['Food', 'Juice Bars & Smoothies', 'Pizza', 'Restaurants']",4,4,['Mt. Washington'],-80.005301,40.426798,2,1,0
wgSCc7Ut2C4OkmvoeSLIrQ,Grandview Saloon,"['Bars', 'Seafood', 'Wine Bars', 'Nightlife', 'Steakhouses', 'Restaurants']",3.5,56,['Duquesne Heights'],-80.0185522,40.4381226,2,1,1
9oImwXLAn-DFppBrfbmkLg,Monterey Bay Fish Grotto,"['Seafood', 'Restaurants']",4,173,['Duquesne Heights'],-80.021242,40.439059,3,1,1
OJBkDqbEl6JyN_7hJvCVfg,Kohli's Indian Imports,"['Food', 'Grocery']",4,12,['Oakland'],-79.948636,40.445132,1,1,1
NtPR7xaSxkQTWW1HYGz56A,Rite Aid,"['Food', 'Convenience Stores', 'Shopping', 'Drugstores']",3,3,['Oakland'],-79.957054,40.440911,2,1,0
aft5N5DwIaIzQzwKv7lLvg,Salem Halal Meats & Groceries,"['Food', 'Specialty Food', 'Grocery', 'Meat Shops']",4.5,11,['Oakland'],-79.953346,40.439978,1,1,1
rroEVCHOX6sjZaAYTk6pSw,Salim's Middle Eastern Food Store,"['Food', 'Ethnic Food', 'Delis', 'Specialty Food', 'Restaurants']",4.5,31,['Bloomfield'],-79.9494333,40.4527648,1,1,1
oN552ZjtfJWV7CMtftGrfA,Dave & Andy's,"['Food', 'Ice Cream & Frozen Yogurt']",4.5,148,['Oakland'],-79.9572847,40.4409371,1,0,1
